id;Name;Summary;Positive Reviews
5332;The Void;IcePick Lodge Action Adventure Surreal Nudity Adventure Dark Atmospheric Survival FirstPerson Difficult Horror Singleplayer Story Rich Action Indie Mature Resource Management Strategy Dark Fantasy Soundtrack Open World Great ;786
5333;Shark Dating Simulator XL+;Catfood McFly Catsmeat Adventure Casual Indie RPG Simulation Sexual Content Nudity Simulation Dating Sim Casual Adventure Indie RPG Memes Psychological Horror Funny Visual Novel Hentai ;786
5334;Warlock 2: Exiled;InoCo Plus Paradox Interactive Strategy Strategy Fantasy TurnBased TurnBased X Magic Hex Grid Multiplayer Singleplayer RPG Adventure ;786
5335;Pretend;whitesquare Casual Play Indie mmo Strategy Casual Strategy Survival Exploration D Strategy RPG Mystery Pixel Graphics Comedy PvP TeamBased Multiplayer Conversation Online CoOp Coop mmo Indie Cartoony Character Action Game ;786
5336;Toki Tori 2+;Two Tribes Adventure Casual Puzzle Indie Casual Adventure Platformer Metroidvania Cute Singleplayer D Controller Family Friendly PuzzlePlatformer Open World Level Editor Funny Action Difficult Exploration ;785
5337;Chaser;Cauldron THQ Nordic Action Action FPS FirstPerson Scifi Singleplayer Classic Shooter Cyberpunk Multiplayer Futuristic Bullet Time Atmospheric Old School Mars ;785
5338;PRO EVOLUTION SOCCER 2018 LITE;Konami Digital Entertainment Co Ltd Sports Sports Play Soccer Multiplayer Football ;784
5339;Her Lie I Tried To Believe;Hangover Cat Purrroduction Casual Play Sexual Content Play Visual Novel Anime Nudity Indie Psychological Casual Violent Horror Story Rich ;784
5340;Sixtar Gate: STARTRAIL;Lyrebird Starlike Inc CFK Co Ltd Action Casual Indie Action Casual Rhythm Arcade D Anime Emotional Drama Indie Relaxing Space Futuristic Singleplayer Linear Music ;783
5341;Shadow Empire;VR Designs Slitherine Ltd RPG Simulation Strategy Strategy Simulation RPG X Wargame TurnBased Hex Grid Scifi TurnBased Grand War Space Singleplayer Multiplayer Aliens Tactical Combat Asynchronous Management ;783
5342;Beyond Gravity;Qwiboo Ltd Action Casual Casual Action Indie Space ;783
5343;Daylight;Zombie Action Adventure Casual Horror Adventure FirstPerson Indie Female Protagonist Action Survival Walking Simulator Singleplayer Survival Procedural Generation Roguelike Short Atmospheric Psychological Scifi Jump Scare Zombies Dark Thriller ;783
5344;STAR WARS: Rogue Squadron 3D;Factor LucasArts LucasArts Lucasfilm Disney Action Simulation Action Simulation Flight Classic Scifi Singleplayer Space s ;782
5345;Hunter's Arena: Legends;Mantisco Action Adventure mmo RPG Strategy D Fighter PvP D Fighting Battle Royale Hack Slash Action Action RPG Multiplayer Coop TeamBased esports MMORPG Strategy Third Person RealTime Spectacle fighter beatemup Realistic ;781
5346;Command: Modern Operations;Command Development Team Slitherine Ltd Simulation Simulation Military Strategy Wargame Modern RTS Difficult Sequel Coop Open World Singleplayer ;781
5347;HIVESWAP: ACT 2;What Pumpkin Games Inc Adventure Indie RPG Adventure pointclick Visual Novel RPG Story Rich Indie Comedy Soundtrack D Handdrawn Colorful Puzzle Narrative Female Protagonist Investigation LGBTQ Scifi Atmospheric Exploration Singleplayer ;781
5348;Cricket 22;Big Ant Nacon Simulation Sports Simulation Sports D Realistic Family Friendly Singleplayer Coop Controller Multiplayer Baseball Online CoOp Cricket Management Artificial Intelligence Immersive Open World Gambling Horror Violent ;781
5349;Wolf Tails;Razzart Visual Casual Sexual Content Nudity Novel Anime Mature NSFW Romance Casual Indie Drama Hentai LGBTQ Female Protagonist Singleplayer Psychological Horror ;781
5350;Sepia Tears;Scarlet String Casual Play Indie Simulation Visual Novel Romance Emotional Anime Snow Dating Sim Memes Cute Story Rich TextBased Funny Handdrawn Narration Comedy Modern Mystery Atmospheric Drama Supernatural Simulation ;781
5351;Lethis - Path of Progress;Triskell Interactive Indie Simulation Strategy City Builder Strategy Simulation Steampunk Building Indie Resource Management Sandbox Great Soundtrack Isometric Singleplayer Puzzle D Pixel Graphics ;780
5352;Ark Mobius: Censored Edition;YellowDuckWorks Action Adventure Casual Indie RPG Sexual Content Nudity Anime Multiple Endings FPS Singleplayer Visual Novel Casual Adventure Action Indie RPG Hentai Mature NSFW ;780
5353;Cities in Motion;Colossal Order Ltd Paradox Interactive Simulation Simulation Management Strategy City Builder Singleplayer Trains Transportation Economy Sandbox Building ;780
5354;BELOW;Capybara Games Action Adventure Indie RPG Open World Action Adventure Singleplayer Exploration Action Roguelike Soulslike Dungeon Crawler Perma Death Hack Slash Difficult PvE ActionAdventure Roguelite Roguelike RPG D TopDown Horror Psychological ;780
5355;NASCAR '15 Victory Edition;Eutechnyx Dusenberry Martin Racing Racing Automobile Sim Multiplayer Simulation Singleplayer Sports ;780
5356;Simmiland;Sokpop Collective Indie Simulation Simulation Indie God Game Pixel Graphics Card Casual Strategy Puzzle Singleplayer D ;780
5357;Diesel Brothers: Truck Building Simulator;Code Horizon Horizon PlayWay SA Simulation Time Management Immersive Sim Racing Education Sandbox Building Crafting Driving Physics Automobile FirstPerson D Funny Casual Simulation Realistic Moddable Score Attack Destruction ;779
5358;Nightmares from the Deep 2: Siren`s Call;Artifex Mundi Adventure Casual Hidden Object Adventure Casual pointclick Female Protagonist Puzzle Singleplayer Pirates Fantasy Atmospheric Indie D Family Friendly Mystery Story Rich Great Soundtrack ;778
5359;"STEINS;GATE: My Darling's Embrace";MAGES Inc Spike Chunsoft Co Ltd Adventure Visual Novel Adventure Singleplayer Funny Anime Female Protagonist Dating Sim Romance Story Rich ;778
5360;West of Dead Beta;Upstream Arcade Raw Fury AB Action Indie Action Twin Stick Shooter Western Difficult Play Roguelike ;777
5361;Dungeon Warfare 2;Valsar Indie Strategy Strategy Indie Tower Defense D Pixel Graphics ;777
5362;Septerra Core;nan Topware Interactive RPG RPG TurnBased JRPG Isometric Female Protagonist Singleplayer Scifi Classic Adventure Story Rich Anime Cult ;777
5363;Teddy Floppy Ear - Race;Forever Entertainment S A Indie Racing Simulation Sports Racing Sports Indie Family Friendly Automobile Sim Simulation Horror Multiplayer Psychological Survival ;777
5364;H-SNIPER: World War II;Konnichiwa Games Action Simulation Action Simulation Anime World Wartwo Shooter Singleplayer Sniper War FPS Mature Psychological Horror Classic ;777
5365;Vampire: Masquerade - Shadows of New York;Draw Distance Visual Novel Indie Female Protagonist Vampire Story Rich Choices Matter LGBTQ Great Soundtrack Singleplayer Horror ;776
5366;Rollerdrome;Roll Private Division Action Indie Sports Action Sports Shooter ActionAdventure Arena ThirdPerson Stylized Skating Combat Female Protagonist Indie Singleplayer Arcade Adventure Exploration Dystopian Conspiracy Simulation Comedy Funny ;776
5367;Warhammer 40,000: Space Wolf;HeroCraft PC Action RPG Strategy Warhammer K TurnBased Games Workshop Strategy War RPG TurnBased Tactics Card Game Board Tactical Difficult Scifi Singleplayer PvP Trading Multiplayer Atmospheric Perma Death D ;776
5368;SolForge;Stone Blade Entertainment Casual Play RPG Strategy Play Card Game Strategy Trading Casual RPG Multiplayer ;776
5369;Rayman Raving Rabbids;Ubisoft Bulgaria Montpellier Action Adventure Psychological Horror Action Adventure Hentai Comedy Funny Minigames World Wartwo Cold War Family Friendly Singleplayer Multiplayer Great Soundtrack Classic Arcade Sexual Content Story Rich Atmospheric Memes Anime ;775
5370;Railroad Corporation;Corbie Games Iceberg Interactive Simulation Strategy Strategy Trains Management Simulation Historical Transportation Multiplayer Economy RealTime Pause Sandbox Building Competitive Singleplayer Western Realistic Grand Resource RealTime Capitalism Moddable ;775
5371;Shotgun Witch;Asephy Dementori Jchoco Asephy Action Adventure Play Bullet Hell Arena Shooter shootem Up TopDown Difficult D ActionAdventure Cute Action TopDown Anime Colorful Minimalist Pixel Graphics Score Attack Adventure Comedy Play Singleplayer ;775
5372;Flicker of Hope;Whip Horror Stealth Indie Dark Resource Management Short D Medieval Atmospheric Choices Matter Action Demons Adventure Singleplayer ActionAdventure Survival Third Person Survival Multiplayer Tutorial ;775
5373;Vector;nan Nekki GmbH Action Parkour Action Indie Platformer Singleplayer Runner D TouchFriendly Adventure ;774
5374;Draw Puzzle :;Hen Wen indienova Casual Casual Indie Puzzle Anime ;774
5375;Startopia;My Little Planet Ltd Mucky Foot Productions Ltd Simulation Simulation Management Strategy Funny BaseBuilding Comedy Scifi City Builder Space Colony Sim RTS Singleplayer RealTime Pause Sandbox Aliens Multiplayer God Game Local Life D ;774
5376;Survived By;Human Head Digital Extremes Action Play Indie mmo RPG Play RPG mmo Pixel Graphics Survival Bullet Hell Roguelike Action Multiplayer Indie Coop Perma Death D ;772
5377;KnightShift;Reality Pump Topware Interactive RPG Strategy RPG Strategy Fantasy RTS Multiplayer Singleplayer Comedy ;772
5378;Heart's Medicine - Time to Heal;Blue Giraffe GameHouse Adventure Casual Indie Simulation Casual Medical Sim Indie Simulation Time Management Adventure Female Protagonist Singleplayer Story Rich D ;771
5379;Oh...Sir! Prototype;Vile Monarch Good Shepherd Entertainment Indie Local Multiplayer Play Comedy Funny ;771
5380;Hero by Chance;Reborn Entertainment Casual RPG Simulation Strategy Sexual Content Hentai Nudity NSFW Anime Dating Sim Tactical RPG Mature Strategy Tower Defense Tactical Colorful Visual Novel D Fantasy Casual Management Story Rich Simulation ;771
5381;Polyball;Monolith Action Casual Indie Racing Simulation Racing Indie Action Simulation Casual D Platformer Physics Difficult Time Attack FastPaced Controller Arcade Multiplayer Singleplayer Classic ;770
5382;Escape Dead Island;Fatshark Deep Silver Adventure Zombies Adventure Survival Action Third Person Open World Gore Horror Singleplayer Multiplayer Cartoony Hack Slash Stealth Atmospheric Coop Survival ThirdPerson Shooter Anime ;770
5383;The Collider;Shortbreak sc Casual Racing Casual Racing FastPaced Indie Arcade ;768
5384;Suits: A Business RPG;Technomancy Action Adventure Indie RPG RPG Dark Comedy Stylized TurnBased Combat Handdrawn Action ActionAdventure D JRPG Exploration TurnBased Capitalism Action Horror Surreal Funny Pixel Graphics Political Dystopian Adventure ;768
5385;: Excellent Expectations;内购人生PABL Indie Dark Humor Detective Singleplayer Puzzle Satire Funny Simulation Story Rich Word Game Casual Anime ;768
5386;KOEWOTAYORINI / :;あみそ組 Pujia Gamera Game Adventure Play Indie RPG Play Adventure Anime RPG Horror Indie Visual Novel Story Rich Multiple Endings Psychological Detective Gore Puzzle Singleplayer Choices Matter Psychological Atmospheric Violent Dark Mystery ;767
5387;Against the Storm;Eremite Games Hooded Horse Simulation Strategy Strategy BaseBuilding Simulation City Builder Colony Sim Management Resource Building Sandbox RTS Survival Open World Economy Medieval Singleplayer Moddable Crafting Historical ;767
5388;Alicemare;△○□× Miwashiba PLAYISM Adventure Indie Pixel Graphics Adventure Anime RPGMaker Horror Psychological Puzzle Story Rich Multiple Endings D Singleplayer Great Soundtrack RPG Cute Atmospheric Fantasy Short Dark Casual ;767
5389;Easy Red;Marco Amadei Corvodi Action Indie Simulation Strategy Action Indie Simulation World Wartwo Strategy FPS Multiplayer Historical Shooter Violent War Singleplayer FirstPerson ;767
5390;RISK: Factions;Stainless Games Electronic Arts Strategy Strategy Board Game Tabletop Multiplayer Singleplayer Local TurnBased ;766
5391;:-The Vigilant Villa;知行合一 游艺春秋 Adventure Casual Indie RPG Word Game Visual Novel Mystery Adventure Detective Story Rich Casual Atmospheric Anime Multiple Endings RPG Interactive Fiction Investigation Drama Puzzle Singleplayer Indie TextBased Logic Psychological ;765
5392;Gurumin: A Monstrous Adventure;Nihon Falcom Mastiff Action Adventure Indie RPG Action RPG Action Adventure Indie D Platformer Exploration Third Person Cute Anime JRPG Female Protagonist D Family Friendly Rhythm Retro Singleplayer Fantasy Funny ;765
5393;Operation Flashpoint: Red River;Codemasters Action Action Strategy Action FPS Strategy Military Multiplayer Tactical Coop Shooter Simulation Realistic Open World Singleplayer War FirstPerson ;765
5394;Suspects: Mystery Mansion;Wildlife Action Casual Strategy Online CoOp Multiplayer Conversation Social Deduction D PvP Funny Coop Casual Psychological Strategy Character Customization Mystery Assassin Detective TopDown Action Family Friendly ActionAdventure Atmospheric ;765
5395;Tom Clancy's Rainbow Six Vegas;Ubisoft Montreal Action Action FPS Tactical Coop Singleplayer Shooter Multiplayer FirstPerson Online CoOp Stealth Classic Difficult ThirdPerson Military ;765
5396;Crystar;FURYU Corporation Spike Chunsoft Co Ltd Action RPG Action RPG Anime Female Protagonist JRPG Great Soundtrack Story Rich Singleplayer Hack Slash Action Nudity Adventure ;765
5397;Spacebase DF-9;Double Fine Productions Indie Simulation Strategy Simulation Space BaseBuilding Scifi Strategy Indie Sandbox Building Survival Singleplayer Management Futuristic Comedy City Builder D Isometric ;765
5398;One Dreamer: Prologue;One Dreamer Company FHouse Play Play Programming Logic Story Rich Indie Pixel Graphics Adventure Interactive Fiction Game Development PuzzlePlatformer Casual pointclick Narrative Linear Atmospheric Emotional Singleplayer Soundtrack D D ;765
5399;RIVE: Wreck, Hack, Die, Retry!;Two Tribes Publishing Action Action Twin Stick Shooter Arcade Side Scroller Indie shootem Up Platformer Bullet Hell Difficult D Singleplayer Robots ;765
5400;Bloodwash;Black Eyed Priest Henry Hoare Torture Star Video Action Horror Gore s Survival Old School Interactive Fiction Action FPS ActionAdventure Walking Simulator D FirstPerson Atmospheric Crime Dark Female Protagonist Singleplayer Combat Stylized Adventure ;765
5401;Accel World VS. Sword Art Online Deluxe Edition;ARTDINK CORPORATION BANDAI NAMCO Entertainment RPG Anime RPG JRPG Multiplayer Action Action Singleplayer Open World Hack Slash Memes Nudity Sexual Content MMORPG ;764
5402;Train Sim World 3;Dovetail Games TSW Simulation Simulation Trains Realistic Driving Singleplayer FirstPerson Transportation Relaxing Family Friendly Physics Immersive Sim Atmospheric Adventure Automobile Open World Multiplayer ;764
5403;Noble Fates;Xobermon LLC Action Indie RPG Simulation Strategy Colony Sim BaseBuilding Survival Medieval Management D Third Person TopDown Sandbox Strategy Simulation Mining Crafting Procedural Generation Singleplayer Trading Nonlinear Perma Death Time ;764
5404;MXGP3 - Official Motocross Videogame;Milestone Srl Racing Simulation Sports Racing Simulation Sports Motocross Motorbike Offroad Bikes Singleplayer Multiplayer ;763
5405;Asterigos: Curse of the Stars;Acme GametinyBuild Action Adventure RPG Exploration Action RPG Story Rich Soulslike ActionAdventure Rome Female Protagonist Hack Slash Magic Action Mythology Medieval Metroidvania D Third Person Controller Multiple Endings Stylized Fantasy ;762
5406;The Bard's Tale IV: Director's Cut;inXile Entertainment RPG RPG PartyBased Dungeon Crawler TurnBased Puzzle Fantasy FirstPerson CRPG Singleplayer TurnBased Combat Character Customization ;762
